_unnamed,_unnamed_2,_unnamed_3,CODEBOOK,_unnamed_4,_unnamed_5,_unnamed_6
,V248_CS,Education (country specific),What is the highest educational level that you have attained?,8,,CS Codes
,V249,What age did you complete your education,"At what age did you (or will you) complete your full time education, either at school or at an institution of higher education?. Please exclude apprenticeships.",3,,"1#10#1-10
11#19#11-19
20#99#20 and more
-5##Missing;DE: Inappropriate response;SG: Refused{Inappropriate}
-4##Not asked in survey
-3##NAP (No formal education)
-2##No answer
-1##Don´t know
"
,V250,Do you live with your parents,Do you live with your parents?,3,,"1##Yes
2##No
-5##AM,DE,SE:Inapplicable ; BH: Missing{Missing}
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V251,Respondent interested during the interview,Respondent’s Interest during the interview,3,,"1##Respondent was very interested
2##Respondent was somewhat interested
3##Respondent was not interested
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V252,Interview privacy,The interview took place in privacy or not,3,,"1##There were no other people around who could follow the interview
2##There were other people around who could follow the interview
-5##SE:Inapplicable; Missing{Missing}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V253,Size of town,Size of town,3,,"1##Under 2,000
2##2,000-5,000
3##5,000-10,000
4##10,000-20,000
5##20,000-50,000
6##50,000-100,000
7##100,000-500,000
8##500,000 and more
-5##Missing; RU: Inappropriate response{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V253_CS,Size of town (country specific),Size of town (country specific),8,,CS Codes
,V254,Ethnic group,Ethnic group by observation,7,,CS Codes
,V255,Was the respondent literate,Was the respondent literate or illiterate?,3,,"1##Literate
2##Illiterate
-5##KW,TH: Missing; DE:Inapplicable{Missing}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V256,Region where the interview was conducted,Region where the interview was conducted,13,,CS Codes
,V256B,Region (2) where the interview was conducted,Region (2) where the interview was conducted,8,,CS Codes
,V256C,Region (level 3) where survey was conducted,Region (3) where the interview was conducted,8,,CS Codes
,V257,Language in which interview was conducted,Language in which interview was conducted,7,,CS Codes
,V258,Weight,"Weight variable (Provide a 4-digit weight variable to correct your sample to reflect national distributions of key variables. If no weighting is necessary, simply code each case as “1.” It is especially important to correct for education. For example, if your sample contains 10 percent more university-educated respondents as there are in the adult population, members of this group should be downweighted by 10 percent, giving them a weight of .90).",13,,"1##No weighting
0##Undefined
0.1#10#reasonable
0.05#50#bad
"
,V260,Questionnaire version,Questionnaire version,2,,"1##First version
2##Revision June 2011
3##Revision October 2011 (IDEA)
4##Revision May 2012 (Big five)
5##Revision May 2012 + Sylatech MENA module
"
,V261,Date of interview,Date of interview,9,,"20101115##2010-11-15
20101116##2010-11-16
20101117##2010-11-17
20101125##2010-11-25
20101126##2010-11-26
20101127##2010-11-27
20101128##2010-11-28
20101129##2010-11-29
20101130##2010-11-30
20101202##2010-12-02
20101203##2010-12-03
20101204##2010-12-04
20101205##2010-12-05
20101206##2010-12-06
20101207##2010-12-07
20101208##2010-12-08
20101209##2010-12-09
20101210##2010-12-10
20101211##2010-12-11
20101212##2010-12-12
20101213##2010-12-13
20101214##2010-12-14
20101215##2010-12-15
20101216##2010-12-16
20101217##2010-12-17
20101218##2010-12-18
20101219##2010-12-19
20101220##2010-12-20
20101221##2010-12-21
20101222##2010-12-22
20101223##2010-12-23
20101224##2010-12-24
20101225##2010-12-25
20101226##2010-12-26
20101227##2010-12-27
20101228##2010-12-28
20101229##2010-12-29
20110101##2011-01-01
20110102##2011-01-02
20110103##2011-01-03
20110104##2011-01-04
20110105##2011-01-05
20110107##2011-01-07
20110109##2011-01-09
20110228##2011-02-28
20110301##2011-03-01
20110302##2011-03-02
20110303##2011-03-03
20110304##2011-03-04
20110305##2011-03-05
20110306##2011-03-06
20110307##2011-03-07
20110308##2011-03-08
20110309##2011-03-09
20110310##2011-03-10
20110311##2011-03-11
20110312##2011-03-12
20110313##2011-03-13
20110314##2011-03-14
20110315##2011-03-15
20110316##2011-03-16
20110317##2011-03-17
20110318##2011-03-18
20110319##2011-03-19
20110320##2011-03-20
20110321##2011-03-21
20110322##2011-03-22
20110323##2011-03-23
20110324##2011-03-24
20110325##2011-03-25
20110326##2011-03-26
20110327##2011-03-27
20110328##2011-03-28
20110329##2011-03-29
20110330##2011-03-30
20110331##2011-03-31
20110401##2011-04-01
20110402##2011-04-02
20110403##2011-04-03
20110404##2011-04-04
20110405##2011-04-05
20110406##2011-04-06
20110407##2011-04-07
20110408##2011-04-08
20110409##2011-04-09
20110410##2011-04-10
20110411##2011-04-11
20110412##2011-04-12
20110413##2011-04-13
20110414##2011-04-14
20110415##2011-04-15
20110416##2011-04-16
20110417##2011-04-17
20110418##2011-04-18
20110419##2011-04-19
20110420##2011-04-20
20110421##2011-04-21
20110422##2011-04-22
20110423##2011-04-23
20110424##2011-04-24
20110425##2011-04-25
20110426##2011-04-26
20110427##2011-04-27
20110428##2011-04-28
20110429##2011-04-29
20110430##2011-04-30
20110431##2011-04-31
20110501##2011-05-01
20110502##2011-05-02
20110503##2011-05-03
20110504##2011-05-04
20110505##2011-05-05
20110506##2011-05-06
20110507##2011-05-07
20110508##2011-05-08
20110509##2011-05-09
20110510##2011-05-10
20110511##2011-05-11
20110512##2011-05-12
20110513##2011-05-13
20110514##2011-05-14
20110515##2011-05-15
20110516##2011-05-16
20110517##2011-05-17
20110518##2011-05-18
20110519##2011-05-19
20110520##2011-05-20
20110521##2011-05-21
20110522##2011-05-22
20110523##2011-05-23
20110524##2011-05-24
20110525##2011-05-25
20110526##2011-05-26
20110527##2011-05-27
20110528##2011-05-28
20110529##2011-05-29
20110530##2011-05-30
20110531##2011-05-31
20110601##2011-06-01
20110602##2011-06-02
20110603##2011-06-03
20110604##2011-06-04
20110605##2011-06-05
20110606##2011-06-06
20110607##2011-06-07
20110608##2011-06-08
20110609##2011-06-09
20110610##2011-06-10
20110611##2011-06-11
20110612##2011-06-12
20110613##2011-06-13
20110614##2011-06-14
20110615##2011-06-15
20110616##2011-06-16
20110617##2011-06-17
20110618##2011-06-18
20110619##2011-06-19
20110620##2011-06-20
20110621##2011-06-21
20110622##2011-06-22
20110623##2011-06-23
20110624##2011-06-24
20110625##2011-06-25
20110626##2011-06-26
20110627##2011-06-27
20110628##2011-06-28
20110629##2011-06-29
20110630##2011-06-30
20110701##2011-07-01
20110702##2011-07-02
20110703##2011-07-03
20110704##2011-07-04
20110705##2011-07-05
20110706##2011-07-06
20110707##2011-07-07
20110708##2011-07-08
20110709##2011-07-09
20110710##2011-07-10
20110711##2011-07-11
20110712##2011-07-12
20110713##2011-07-13
20110714##2011-07-14
20110715##2011-07-15
20110806##2011-08-06
20110807##2011-08-07
20110808##2011-08-08
20110809##2011-08-09
20110810##2011-08-10
20110811##2011-08-11
20110812##2011-08-12
20110813##2011-08-13
20110814##2011-08-14
20110815##2011-08-15
20110816##2011-08-16
20110817##2011-08-17
20110818##2011-08-18
20110819##2011-08-19
20110820##2011-08-20
20110821##2011-08-21
20110822##2011-08-22
20110823##2011-08-23
20110824##2011-08-24
20110825##2011-08-25
20110826##2011-08-26
20110829##2011-08-29
20110830##2011-08-30
20110831##2011-08-31
20110901##2011-09-01
20110902##2011-09-02
20110905##2011-09-05
20110906##2011-09-06
20110907##2011-09-07
20110908##2011-09-08
20110909##2011-09-09
20110912##2011-09-12
20110913##2011-09-13
20110914##2011-09-14
20110915##2011-09-15
20110916##2011-09-16
20110919##2011-09-19
20110920##2011-09-20
20110921##2011-09-21
20110922##2011-09-22
20110923##2011-09-23
20110926##2011-09-26
20110927##2011-09-27
20110928##2011-09-28
20110929##2011-09-29
20110930##2011-09-30
20111001##2011-10-01
20111002##2011-10-02
20111003##2011-10-03
20111004##2011-10-04
20111005##2011-10-05
20111006##2011-10-06
20111007##2011-10-07
20111008##2011-10-08
20111009##2011-10-09
20111010##2011-10-10
20111011##2011-10-11
20111012##2011-10-12
20111013##2011-10-13
20111014##2011-10-14
20111015##2011-10-15
20111016##2011-10-16
20111017##2011-10-17
20111018##2011-10-18
20111019##2011-10-19
20111020##2011-10-20
20111021##2011-10-21
20111022##2011-10-22
20111023##2011-10-23
20111024##2011-10-24
20111025##2011-10-25
20111026##2011-10-26
20111027##2011-10-27
20111028##2011-10-28
20111029##2011-10-29
20111030##2011-10-30
20111031##2011-10-31
20111101##2011-11-01
20111102##2011-11-02
20111103##2011-11-03
20111104##2011-11-04
20111105##2011-11-05
20111106##2011-11-06
20111107##2011-11-07
20111108##2011-11-08
20111109##2011-11-09
20111110##2011-11-10
20111111##2011-11-11
20111112##2011-11-12
20111113##2011-11-13
20111114##2011-11-14
20111115##2011-11-15
20111116##2011-11-16
20111117##2011-11-17
20111118##2011-11-18
20111119##2011-11-19
20111120##2011-11-20
20111121##2011-11-21
20111122##2011-11-22
20111123##2011-11-23
20111124##2011-11-24
20111125##2011-11-25
20111126##2011-11-26
20111127##2011-11-27
20111128##2011-11-28
20111129##2011-11-29
20111130##2011-11-30
20111201##2011-12-01
20111202##2011-12-02
20111203##2011-12-03
20111204##2011-12-04
20111205##2011-12-05
20111206##2011-12-06
20111207##2011-12-07
20111208##2011-12-08
20111209##2011-12-09
20111210##2011-12-10
20111211##2011-12-11
20111212##2011-12-12
20111213##2011-12-13
20111214##2011-12-14
20111215##2011-12-15
20111216##2011-12-16
20111217##2011-12-17
20111218##2011-12-18
20111219##2011-12-19
20111220##2011-12-20
20111221##2011-12-21
20111222##2011-12-22
20111223##2011-12-23
20111224##2011-12-24
20111225##2011-12-25
20111226##2011-12-26
20111227##2011-12-27
20111228##2011-12-28
20111229##2011-12-29
20111230##2011-12-30
20120101##2012-01-01
20120103##2012-01-03
20120105##2012-01-05
20120106##2012-01-06
20120107##2012-01-07
20120108##2012-01-08
20120109##2012-01-09
20120110##2012-01-10
20120111##2012-01-11
20120112##2012-01-12
20120113##2012-01-13
20120114##2012-01-14
20120115##2012-01-15
20120116##2012-01-16
20120117##2012-01-17
20120118##2012-01-18
20120119##2012-01-19
20120120##2012-01-20
20120121##2012-01-21
20120122##2012-01-22
20120123##2012-01-23
20120124##2012-01-24
20120125##2012-01-25
20120126##2012-01-26
20120127##2012-01-27
20120128##2012-01-28
20120129##2012-01-29
20120130##2012-01-30
20120131##2012-01-31
20120201##2012-02-01
20120202##2012-02-02
20120203##2012-02-03
20120204##2012-02-04
20120205##2012-02-05
20120213##2012-02-13
20120214##2012-02-14
20120215##2012-02-15
20120222##2012-02-22
20120405##2012-04-05
20120406##2012-04-06
20120407##2012-04-07
20120418##2012-04-18
20120419##2012-04-19
20120420##2012-04-20
20120421##2012-04-21
20120422##2012-04-22
20120423##2012-04-23
20120424##2012-04-24
20120502##2012-05-02
20120503##2012-05-03
20120504##2012-05-04
20120505##2012-05-05
20120506##2012-05-06
20120507##2012-05-07
20120508##2012-05-08
20120509##2012-05-09
20120510##2012-05-10
20120511##2012-05-11
20120512##2012-05-12
20120513##2012-05-13
20120514##2012-05-14
20120515##2012-05-15
20120516##2012-05-16
20120517##2012-05-17
20120605##2012-06-05
20120606##2012-06-06
20120705##2012-07-05
20121001##2012-10-01
20121002##2012-10-02
20121003##2012-10-03
20121004##2012-10-04
20121005##2012-10-05
20121006##2012-10-06
20121007##2012-10-07
20121008##2012-10-08
20121009##2012-10-09
20121010##2012-10-10
20121011##2012-10-11
20121012##2012-10-12
20121013##2012-10-13
20121014##2012-10-14
20121015##2012-10-15
20121016##2012-10-16
20121017##2012-10-17
20121018##2012-10-18
20121019##2012-10-19
20121020##2012-10-20
20121021##2012-10-21
20121022##2012-10-22
20121023##2012-10-23
20121024##2012-10-24
20121025##2012-10-25
20121026##2012-10-26
20121027##2012-10-27
20121028##2012-10-28
20121029##2012-10-29
20121030##2012-10-30
20121031##2012-10-31
20121101##2012-11-01
20121102##2012-11-02
20121103##2012-11-03
20121104##2012-11-04
20121107##2012-11-07
20121108##2012-11-08
20121115##2012-11-15
20121116##2012-11-16
20121118##2012-11-18
20121119##2012-11-19
20121120##2012-11-20
20121121##2012-11-21
20121122##2012-11-22
20121123##2012-11-23
20121124##2012-11-24
20121125##2012-11-25
20121126##2012-11-26
20121127##2012-11-27
20121128##2012-11-28
20121129##2012-11-29
20121130##2012-11-30
20121201##2012-12-01
20121202##2012-12-02
20121203##2012-12-03
20121204##2012-12-04
20121205##2012-12-05
20121206##2012-12-06
20121207##2012-12-07
20121208##2012-12-08
20121209##2012-12-09
20121210##2012-12-10
20121211##2012-12-11
20121212##2012-12-12
20121213##2012-12-13
20121214##2012-12-14
20121215##2012-12-15
20121216##2012-12-16
20121217##2012-12-17
20121218##2012-12-18
20121219##2012-12-19
20121220##2012-12-20
20121221##2012-12-21
20121222##2012-12-22
20121223##2012-12-23
20121224##2012-12-24
20121225##2012-12-25
20121226##2012-12-26
20121227##2012-12-27
20121228##2012-12-28
20121229##2012-12-29
20121230##2012-12-30
20121231##2012-12-31
20130101##2013-01-01
20130102##2013-01-02
20130103##2013-01-03
20130104##2013-01-04
20130105##2013-01-05
20130108##2013-01-08
20130110##2013-01-10
20130111##2013-01-11
20130112##2013-01-12
20130113##2013-01-13
20130114##2013-01-14
20130115##2013-01-15
20130116##2013-01-16
20130117##2013-01-17
20130118##2013-01-18
20130119##2013-01-19
20130120##2013-01-20
20130121##2013-01-21
20130203##2013-02-03
20130205##2013-02-05
20130219##2013-02-19
20130220##2013-02-20
20130221##2013-02-21
20130222##2013-02-22
20130223##2013-02-23
20130224##2013-02-24
20130226##2013-02-26
20130228##2013-02-28
20130301##2013-03-01
20130302##2013-03-02
20130303##2013-03-03
20130304##2013-03-04
20130305##2013-03-05
20130306##2013-03-06
20130307##2013-03-07
20130308##2013-03-08
20130309##2013-03-09
20130310##2013-03-10
20130311##2013-03-11
20130312##2013-03-12
20130313##2013-03-13
20130315##2013-03-15
20130316##2013-03-16
20130318##2013-03-18
20130319##2013-03-19
20130320##2013-03-20
20130323##2013-03-23
20130324##2013-03-24
20130325##2013-03-25
20130326##2013-03-26
20130329##2013-03-29
20130331##2013-03-31
20130403##2013-04-03
20131118##2013-11-18
20131119##2013-11-19
20131120##2013-11-20
20131121##2013-11-21
20131122##2013-11-22
20131123##2013-11-23
20131124##2013-11-24
20131125##2013-11-25
20131126##2013-11-26
20131127##2013-11-27
20131128##2013-11-28
20131129##2013-11-29
20131130##2013-11-30
20131201##2013-12-01
20131202##2013-12-02
20131203##2013-12-03
20131204##2013-12-04
20131205##2013-12-05
20131206##2013-12-06
20131207##2013-12-07
20131224##2013-12-24
20131225##2013-12-25
20131226##2013-12-26
20131227##2013-12-27
20131228##2013-12-28
20131229##2013-12-29
20140119##2014-01-19
20140120##2014-01-20
20140121##2014-01-21
20140122##2014-01-22
20140123##2014-01-23
20140124##2014-01-24
20140125##2014-01-25
20140126##2014-01-26
20140127##2014-01-27
20140128##2014-01-28
20140129##2014-01-29
20140130##2014-01-30
20140201##2014-02-01
20140202##2014-02-02
20140203##2014-02-03
20140204##2014-02-04
20140205##2014-02-05
20140206##2014-02-06
20140207##2014-02-07
20140208##2014-02-08
20140209##2014-02-09
20140210##2014-02-10
20140211##2014-02-11
20140212##2014-02-12
20140213##2014-02-13
20140214##2014-02-14
20140215##2014-02-15
20140216##2014-02-16
20140217##2014-02-17
20140218##2014-02-18
20140219##2014-02-19
20140324##2014-03-24
20140325##2014-03-25
20140326##2014-03-26
20140327##2014-03-27
20140328##2014-03-28
20140329##2014-03-29
20140330##2014-03-30
20140331##2014-03-31
20140401##2014-04-01
20140402##2014-04-02
20140403##2014-04-03
20140404##2014-04-04
20140405##2014-04-05
20140406##2014-04-06
20140407##2014-04-07
20140408##2014-04-08
20140409##2014-04-09
20140410##2014-04-10
20140411##2014-04-11
20140412##2014-04-12
20140413##2014-04-13
20140414##2014-04-14
20140415##2014-04-15
20140416##2014-04-16
20140417##2014-04-17
-1##Don´t know
-2##No answer
-4##Not available
"
,V262,Survey year,Survey year,4,,"2010##2010
2011##2011
2012##2012
2013##2013
2014##2014
"
,V263,Nation-Wave,Nation-Wave,4,,"83##Albania (3)
84##Albania (4)
124##Algeria (4)
126##Algeria (6)
205##Andorra (5)
313##Azerbaijan (3)
314##Azerbaijan (4)
316##Azerbaijan (6)
321##Argentina (1)
322##Argentina (2)
323##Argentina (3)
324##Argentina (4)
325##Argentina (5)
326##Argentina (6)
361##Australia (1)
363##Australia (3)
365##Australia (5)
366##Australia (6)
402##Austria (2)
403##Austria (3)
404##Austria (4)
486##Bahrain (6)
503##Bangladesh (3)
504##Bangladesh (4)
513##Armenia (3)
514##Armenia (4)
516##Armenia (6)
561##Belgium (1)
562##Belgium (2)
563##Belgium (3)
564##Belgium (4)
703##Bosnia and Herzegovina (3)
704##Bosnia and Herzegovina (4)
762##Brazil (2)
763##Brazil (3)
765##Brazil (5)
766##Brazil (6)
1002##Bulgaria (2)
1003##Bulgaria (3)
1004##Bulgaria (4)
1005##Bulgaria (5)
1122##Belarus (2)
1123##Belarus (3)
1124##Belarus (4)
1126##Belarus (6)
1241##Canada (1)
1242##Canada (2)
1244##Canada (4)
1245##Canada (5)
1522##Chile (2)
1523##Chile (3)
1524##Chile (4)
1525##Chile (5)
1526##Chile (6)
1562##China (2)
1563##China (3)
1564##China (4)
1565##China (5)
1566##China (6)
1583##Taiwan (3)
1585##Taiwan (5)
1586##Taiwan (6)
1703##Colombia (3)
1705##Colombia (5)
1706##Colombia (6)
1913##Croatia (3)
1914##Croatia (4)
1964##Cyprus (4)
1965##Cyprus (5)
1966##Cyprus (6)
1974##Northern Cyprus (4)
2032##Czech Republic (2)
2033##Czech Republic (3)
2034##Czech Republic (4)
2081##Denmark (1)
2082##Denmark (2)
2083##Denmark (3)
2084##Denmark (4)
2143##Dominican Republic (3)
2186##Ecuador (6)
2223##El Salvador (3)
2315##Ethiopia (5)
2332##Estonia (2)
2333##Estonia (3)
2334##Estonia (4)
2336##Estonia (6)
2461##Finland (1)
2462##Finland (2)
2463##Finland (3)
2464##Finland (4)
2465##Finland (5)
2501##France (1)
2502##France (2)
2503##France (3)
2504##France (4)
2505##France (5)
2683##Georgia (3)
2684##Georgia (4)
2685##Georgia (5)
2756##Palestine (6)
2761##Germany West (1)
2762##Germany (2)
2763##Germany (3)
2764##Germany (4)
2765##Germany (5)
2766##Germany (6)
2885##Ghana (5)
2886##Ghana (6)
3003##Greece (3)
3004##Greece (4)
3205##Guatemala (5)
3445##Hong Kong (5)
3446##Hong Kong (6)
3481##Hungary (1)
3482##Hungary (2)
3483##Hungary (3)
3484##Hungary (4)
3521##Iceland (1)
3522##Iceland (2)
3523##Iceland (3)
3524##Iceland (4)
3562##India (2)
3563##India (3)
3564##India (4)
3565##India (5)
3566##India (6)
3604##Indonesia (4)
3605##Indonesia (5)
3644##Iran (4)
3645##Iran (5)
3684##Iraq (4)
3685##Iraq (5)
3686##Iraq (6)
3721##Ireland (1)
3722##Ireland (2)
3723##Ireland (3)
3724##Ireland (4)
3764##Israel (4)
3801##Italy (1)
3802##Italy (2)
3803##Italy (3)
3804##Italy (4)
3805##Italy (5)
3921##Japan (1)
3922##Japan (2)
3923##Japan (3)
3924##Japan (4)
3925##Japan (5)
3926##Japan (6)
3986##Kazakhstan (6)
4004##Jordan (4)
4005##Jordan (5)
4006##Jordan (6)
4101##South Korea (1)
4102##South Korea (2)
4103##South Korea (3)
4104##South Korea (4)
4105##South Korea (5)
4106##South Korea (6)
4146##Kuwait (6)
4174##Kyrgyzstan (4)
4176##Kyrgyzstan (6)
4226##Lebanon (6)
4282##Latvia (2)
4283##Latvia (3)
4284##Latvia (4)
4346##Libya (6)
4402##Lithuania (2)
4403##Lithuania (3)
4404##Lithuania (4)
4423##Luxembourg (3)
4424##Luxembourg (4)
4585##Malaysia (5)
4586##Malaysia (6)
4665##Mali (5)
4701##Malta (1)
4702##Malta (2)
4703##Malta (3)
4704##Malta (4)
4841##Mexico (1)
4842##Mexico (2)
4843##Mexico (3)
4844##Mexico (4)
4845##Mexico (5)
4846##Mexico (6)
4983##Moldova (3)
4984##Moldova (4)
4985##Moldova (5)
4994##Montenegro (4)
5044##Morocco (4)
5045##Morocco (5)
5046##Morocco (6)
5281##Netherlands (1)
5282##Netherlands (2)
5283##Netherlands (3)
5284##Netherlands (4)
5285##Netherlands (5)
5286##Netherlands (6)
5543##New Zealand (3)
5545##New Zealand (5)
5546##New Zealand (6)
5662##Nigeria (2)
5663##Nigeria (3)
5664##Nigeria (4)
5666##Nigeria (6)
5781##Norway (1)
5782##Norway (2)
5783##Norway (3)
5784##Norway (4)
5785##Norway (5)
5863##Pakistan (3)
5864##Pakistan (4)
5866##Pakistan (6)
6043##Peru (3)
6044##Peru (4)
6045##Peru (5)
6046##Peru (6)
6083##Philippines (3)
6084##Philippines (4)
6086##Philippines (6)
6162##Poland (2)
6163##Poland (3)
6164##Poland (4)
6165##Poland (5)
6166##Poland (6)
6202##Portugal (2)
6203##Portugal (3)
6204##Portugal (4)
6303##Puerto Rico (3)
6304##Puerto Rico (4)
6346##Qatar (6)
6422##Romania (2)
6423##Romania (3)
6424##Romania (4)
6425##Romania (5)
6426##Romania (6)
6432##Russian Federation (2)
6433##Russian Federation (3)
6434##Russian Federation (4)
6435##Russian Federation (5)
6436##Russian Federation (6)
6465##Rwanda (5)
6466##Rwanda (6)
6824##Saudi Arabia (4)
6884##Serbia (4)
7024##Singapore (4)
7026##Singapore 6)
7032##Slovakia (2)
7033##Slovakia (3)
7034##Slovakia (4)
7044##Viet Nam (4)
7045##Viet Nam (5)
7052##Slovenia (2)
7053##Slovenia (3)
7054##Slovenia (4)
7055##Slovenia (5)
7056##Slovenia (6)
7101##South Africa (1)
7102##South Africa (2)
7103##South Africa (3)
7104##South Africa (4)
7105##South Africa (5)
7106##South Africa (6)
7164##Zimbabwe (4)
7166##Zimbabwe (6)
7241##Spain (1)
7242##Spain (2)
7243##Spain (3)
7244##Spain (4)
7245##Spain (5)
7246##Spain (6)
7521##Sweden (1)
7522##Sweden (2)
7523##Sweden (3)
7524##Sweden (4)
7525##Sweden (5)
7526##Sweden (6)
7562##Switzerland (2)
7563##Switzerland (3)
7564##Switzerland (4)
7565##Switzerland (5)
7645##Thailand (5)
7646##Thailand (6)
7805##Trinidad and Tobago (5)
7806##Trinidad and Tobago (6)
7886##Tunisia (6)
7922##Turkey (2)
7923##Turkey (3)
7924##Turkey (4)
7925##Turkey (5)
7926##Turkey (6)
8004##Uganda (4)
8043##Ukraine (3)
8044##Ukraine (4)
8045##Ukraine (5)
8046##Ukraine (6)
8073##Macedonia (3)
8074##Macedonia (4)
8184##Egypt (4)
8185##Egypt (5)
8186##Egypt (6)
8261##Great Britain (1)
8262##Great Britain (2)
8263##Great Britain (3)
8264##Great Britain (4)
8265##Great Britain (5)
8344##Tanzania (4)
8401##United States (1)
8402##United States (2)
8403##United States (3)
8404##United States (4)
8405##United States (5)
8406##United States (6)
8545##Burkina Faso (5)
8583##Uruguay (3)
8585##Uruguay (5)
8586##Uruguay (6)
8606##Uzbekistan (6)
8623##Venezuela (3)
8624##Venezuela (4)
8876##Yemen (6)
8913##Serbia and Montenegro (3)
8914##Serbia and Montenegro (4)
8945##Zambia (5)
9001##Germany West (1)
9002##Germany West (2)
9003##Germany West (3)
9004##Germany West (4)
9005##Germany West (5)
9012##Germany East (2)
9013##Germany East (3)
9014##Germany East (4)
9015##Germany East (5)
9021##Tambov (1)
9023##Tambov (3)
9043##Basque Country (3)
9063##Andalusia (3)
9073##Galicia (3)
9091##Northern Ireland (1)
9092##Northern Ireland (2)
9093##Northern Ireland (3)
9094##Northern Ireland (4)
9103##Valencia (3)
9113##Serbia (3)
9114##Serbia (4)
9115##Serbia (5)
9123##Montenegro (3)
9124##Montenegro (4)
9133##SrpSka - Serbian Republic of Bosnia (3)
9134##SrpSka - Serbian Republic of Bosnia (4)
9143##Bosnia Federation (3)
9144##Bosnia Federation (4)
9154##Kosovo (4)
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don't know
"
